Starting Comprehensive Audit...
runnerType,b,segment,inferred_ability,PB_5k_shift,LT_profile,recent_perf,recent_age,pred_5k,pred_10k,pred_half,pred_marathon,start_vdot,fc_4w,fc_8w,fc_16w,diff_5k_PB,diff_mar_PB,notes
Speed,1.15,intermediate,intermediate,-5%,Aligned,Over,2,18:28,39:35,1:29:03,3:13:33,51.6,0.84,1.05,1.27,-31.2,-1633.9,
Speed,1.15,intermediate,intermediate,-5%,Aligned,Over,6,18:35,39:56,1:29:59,3:16:17,50.98,0.83,1.04,1.26,-24.9,-1470.1,
Speed,1.15,intermediate,intermediate,-5%,Aligned,Over,10,18:40,40:10,1:30:24,3:18:01,50.71,0.83,1.03,1.25,-19.9,-1366.3,
Speed,1.15,intermediate,intermediate,-5%,Aligned,None,N/A,18:42,40:21,1:30:04,3:17:29,50.93,0.83,1.04,1.25,-17.3,-1397.9,
Speed,1.15,intermediate,intermediate,-5%,Strong,Under,2,18:37,39:49,1:29:23,3:12:50,51.37,0.84,1.05,1.26,-22,-1677,
Speed,1.15,intermediate,intermediate,-5%,Strong,Under,6,18:29,39:40,1:29:18,3:13:44,51.44,0.84,1.05,1.27,-30.4,-1622.9,
Speed,1.15,intermediate,intermediate,-5%,Strong,Under,10,18:18,39:23,1:28:37,3:13:31,51.89,0.85,1.06,1.28,-41.2,-1636.2,
Speed,1.15,intermediate,intermediate,-5%,Strong,Aligned,2,18:25,39:23,1:28:29,3:11:15,51.98,0.85,1.06,1.28,-35,-1772.3,
Speed,1.15,intermediate,intermediate,-5%,Strong,Aligned,6,18:22,39:27,1:28:49,3:12:53,51.76,0.84,1.05,1.27,-37.4,-1673.9,
Speed,1.15,intermediate,intermediate,-5%,Strong,Aligned,10,18:17,39:20,1:28:32,3:13:23,51.94,0.85,1.06,1.28,-42.4,-1644.6,
Speed,1.15,intermediate,advanced,-5%,Strong,Over,2,18:13,39:00,1:27:40,3:09:48,52.54,0.82,0.91,0.96,-46.8,-1859,
Speed,1.15,intermediate,advanced,-5%,Strong,Over,6,18:16,39:14,1:28:22,3:12:07,52.06,0.81,0.9,1,-43.7,-1720.3,
Speed,1.15,intermediate,intermediate,-5%,Strong,Over,10,18:16,39:18,1:28:28,3:13:15,51.99,0.85,1.06,1.28,-43.4,-1652.3,
Speed,1.15,intermediate,advanced,-5%,Strong,None,N/A,18:20,39:32,1:27:58,3:12:25,52.33,0.81,0.9,1,-39.5,-1702.3,
Speed,1.15,intermediate,intermediate,-5%,None,Under,2,19:10,41:15,1:34:14,3:21:03,48.33,0.79,0.98,1.19,10.5,-1184.6,
Speed,1.15,intermediate,intermediate,-5%,None,Under,6,19:06,41:34,1:36:02,3:27:30,47.28,0.77,0.96,1.16,6.9,-796.8,
Speed,1.15,intermediate,intermediate,-5%,None,Under,10,19:01,42:01,1:38:39,3:37:20,45.84,0.75,0.93,1.13,1.7,-207.3,
Speed,1.15,intermediate,intermediate,-5%,None,Aligned,2,18:46,40:24,1:32:19,3:16:32,49.5,0.81,1.01,1.22,-13.8,-1454.8,
Speed,1.15,intermediate,intermediate,-5%,None,Aligned,6,18:50,41:00,1:34:47,3:24:29,48.01,0.78,0.98,1.18,-9,-978.6,
Speed,1.15,intermediate,intermediate,-5%,None,Aligned,10,18:57,41:53,1:38:21,3:36:33,46,0.75,0.94,1.13,-2.2,-254.6,
Speed,1.15,intermediate,intermediate,-5%,None,Over,2,18:24,39:37,1:30:34,3:12:27,50.6,0.83,1.03,1.25,-35.9,-1700.5,
Speed,1.15,intermediate,intermediate,-5%,None,Over,6,18:36,40:29,1:33:38,3:21:43,48.69,0.79,0.99,1.2,-23.5,-1143.8,
Speed,1.15,intermediate,intermediate,-5%,None,Over,10,18:54,41:45,1:38:04,3:35:50,46.15,0.75,0.94,1.14,-5.7,-297.6,
Speed,1.15,intermediate,intermediate,-5%,None,None,N/A,19:00,42:09,1:39:29,3:40:47,45.39,0.74,0.92,1.12,0,0,
Balanced,1.09,intermediate,intermediate,0%,Weak,Under,2,20:19,43:11,1:36:21,3:25:12,47.1,0.76,0.93,1.1,19.7,43.2,
Balanced,1.09,intermediate,intermediate,0%,Weak,Under,6,20:19,43:13,1:36:23,3:25:27,47.09,0.76,0.93,1.1,19.6,58.1,
Balanced,1.09,intermediate,intermediate,0%,Weak,Under,10,20:20,43:18,1:36:26,3:25:45,47.06,0.76,0.93,1.1,20.7,75.6,
Balanced,1.09,intermediate,intermediate,0%,Weak,Aligned,2,20:05,42:43,1:35:22,3:23:28,47.67,0.77,0.94,1.11,5.6,-60.9,
Balanced,1.09,intermediate,intermediate,0%,Weak,Aligned,6,20:11,42:58,1:35:51,3:24:32,47.39,0.77,0.93,1.11,12,2.4,
Balanced,1.09,intermediate,intermediate,0%,Weak,Aligned,10,20:19,43:16,1:36:20,3:25:36,47.11,0.76,0.93,1.1,19.4,66.5,
Balanced,1.09,intermediate,intermediate,0%,Weak,Over,2,19:52,42:16,1:34:25,3:21:49,48.22,0.78,0.95,1.13,-8,-160.6,
Balanced,1.09,intermediate,intermediate,0%,Weak,Over,6,20:04,42:44,1:35:21,3:23:38,47.68,0.77,0.94,1.11,4.7,-50.9,
Balanced,1.09,intermediate,intermediate,0%,Weak,Over,10,20:18,43:13,1:36:15,3:25:27,47.16,0.76,0.93,1.1,18.2,57.7,
Balanced,1.09,intermediate,intermediate,0%,Weak,None,N/A,20:19,43:16,1:36:27,3:25:51,47.05,0.76,0.93,1.1,19,82.2,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Under,2,20:00,42:27,1:34:39,3:20:45,48.09,0.78,0.95,1.12,0.6,-224.4,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Under,6,19:56,42:22,1:34:23,3:20:30,48.24,0.78,0.95,1.13,-3.6,-239.2,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Under,10,19:51,42:15,1:34:02,3:20:05,48.45,0.78,0.95,1.13,-8.3,-264.3,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Aligned,2,19:46,41:59,1:33:39,3:19:01,48.68,0.79,0.96,1.14,-13.6,-328.4,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Aligned,6,19:48,42:07,1:33:52,3:19:34,48.55,0.78,0.95,1.13,-11.2,-294.9,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Aligned,10,19:50,42:13,1:33:57,3:19:56,48.5,0.78,0.95,1.13,-9.5,-273.5,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Over,2,19:32,41:33,1:32:43,3:17:21,49.25,0.8,0.97,1.15,-27.1,-428.1,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Over,6,19:41,41:52,1:33:22,3:18:41,48.86,0.79,0.96,1.14,-18.5,-348.3,
Balanced,1.09,intermediate,intermediate,0%,Aligned,Over,10,19:49,42:10,1:33:52,3:19:47,48.55,0.78,0.95,1.13,-10.7,-282.3,
Balanced,1.09,intermediate,intermediate,0%,Aligned,None,N/A,19:51,42:15,1:33:52,3:19:50,48.55,0.78,0.95,1.13,-8.4,-279.6,
Balanced,1.09,intermediate,intermediate,0%,Strong,Under,2,19:43,41:49,1:33:07,3:16:47,49,0.79,0.96,1.14,-16.5,-462.3,
Balanced,1.09,intermediate,intermediate,0%,Strong,Under,6,19:35,41:36,1:32:37,3:16:06,49.31,0.8,0.97,1.15,-24.3,-503.7,
Balanced,1.09,intermediate,intermediate,0%,Strong,Under,10,19:25,41:19,1:31:55,3:15:03,49.75,0.8,0.98,1.16,-34,-566.5,
Balanced,1.09,intermediate,intermediate,0%,Strong,Aligned,2,19:29,41:21,1:32:08,3:15:03,49.61,0.8,0.98,1.16,-30.6,-566.3,
Balanced,1.09,intermediate,intermediate,0%,Strong,Aligned,6,19:28,41:21,1:32:06,3:15:10,49.63,0.8,0.98,1.16,-31.8,-559.3,
Balanced,1.09,intermediate,intermediate,0%,Strong,Aligned,10,19:24,41:16,1:31:50,3:14:54,49.8,0.8,0.98,1.16,-35.3,-575.7,
Balanced,1.09,intermediate,intermediate,0%,Strong,Over,2,19:15,40:54,1:31:12,3:13:23,50.2,0.81,0.99,1.17,-44.2,-666,
Balanced,1.09,intermediate,intermediate,0%,Strong,Over,6,19:20,41:06,1:31:35,3:14:17,49.95,0.81,0.98,1.17,-39.1,-612.7,
Balanced,1.09,intermediate,intermediate,0%,Strong,Over,10,19:23,41:14,1:31:45,3:14:45,49.85,0.81,0.98,1.16,-36.5,-584.5,
Balanced,1.09,intermediate,intermediate,0%,Strong,None,N/A,19:27,41:21,1:31:34,3:14:28,49.96,0.81,0.98,1.17,-32.7,-601.4,
Balanced,1.09,intermediate,intermediate,0%,None,Under,2,20:12,42:48,1:36:08,3:23:39,47.23,0.76,0.93,1.1,12,-49.9,
Balanced,1.09,intermediate,intermediate,0%,None,Under,6,20:07,42:43,1:36:06,3:23:56,47.25,0.76,0.93,1.1,7.9,-33.5,
Balanced,1.09,intermediate,intermediate,0%,None,Under,10,20:01,42:36,1:36:04,3:24:21,47.27,0.76,0.93,1.1,1.9,-8.7,
Balanced,1.09,intermediate,intermediate,0%,None,Aligned,2,19:45,41:52,1:34:02,3:18:45,48.45,0.78,0.95,1.13,-14.5,-344.6,
Balanced,1.09,intermediate,intermediate,0%,None,Aligned,6,19:50,42:07,1:34:44,3:20:38,48.04,0.78,0.94,1.12,-9.5,-231.8,
Balanced,1.09,intermediate,intermediate,0%,None,Aligned,10,19:57,42:27,1:35:44,3:23:29,47.46,0.77,0.93,1.11,-2.3,-60.3,
Balanced,1.09,intermediate,intermediate,0%,None,Over,2,19:20,40:58,1:32:02,3:14:02,49.67,0.8,0.98,1.16,-39.9,-627.1,
Balanced,1.09,intermediate,intermediate,0%,None,Over,6,19:33,41:31,1:33:25,3:17:28,48.82,0.79,0.96,1.14,-26.2,-421.8,
Balanced,1.09,intermediate,intermediate,0%,None,Over,10,19:53,42:19,1:35:25,3:22:40,47.64,0.77,0.94,1.11,-6.4,-109.8,
Balanced,1.09,intermediate,intermediate,0%,None,None,N/A,20:00,42:34,1:36:03,3:24:29,47.27,0.76,0.93,1.1,0,0,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Under,2,20:07,42:46,1:35:24,3:23:11,47.65,0.77,0.94,1.11,19.7,44.8,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Under,6,20:07,42:48,1:35:26,3:23:26,47.63,0.77,0.94,1.11,19.5,59.8,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Under,10,20:08,42:53,1:35:29,3:23:44,47.6,0.77,0.94,1.11,20.7,77.4,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Aligned,2,19:53,42:18,1:34:25,3:21:27,48.22,0.78,0.95,1.13,5.6,-59.2,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Aligned,6,19:59,42:33,1:34:54,3:22:31,47.94,0.77,0.94,1.12,12,4.1,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Aligned,10,20:07,42:50,1:35:24,3:23:35,47.65,0.77,0.94,1.11,19.4,68.2,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Over,2,19:40,41:52,1:33:31,3:19:52,48.76,0.79,0.96,1.14,-7.4,-154.6,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Over,6,19:53,42:19,1:34:25,3:21:40,48.22,0.78,0.95,1.13,5,-46.9,
Balanced,1.09,intermediate,intermediate,-1%,Weak,Over,10,20:06,42:48,1:35:19,3:23:26,47.7,0.77,0.94,1.11,18.3,59.8,
Balanced,1.09,intermediate,intermediate,-1%,Weak,None,N/A,20:07,42:50,1:35:30,3:23:51,47.59,0.77,0.94,1.11,19,84,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Under,2,19:49,42:04,1:33:46,3:18:55,48.61,0.79,0.96,1.14,1.3,-211.6,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Under,6,19:45,41:58,1:33:31,3:18:41,48.76,0.79,0.96,1.14,-2.7,-225.2,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Under,10,19:40,41:52,1:33:11,3:18:18,48.96,0.79,0.96,1.14,-7.1,-248.4,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Aligned,2,19:35,41:36,1:32:47,3:17:11,49.21,0.79,0.97,1.15,-12.8,-315.6,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Aligned,6,19:37,41:43,1:33:00,3:17:46,49.08,0.79,0.97,1.15,-10.3,-280.9,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Aligned,10,19:39,41:50,1:33:06,3:18:09,49.01,0.79,0.96,1.15,-8.3,-257.5,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Over,2,19:22,41:10,1:31:53,3:15:36,49.77,0.8,0.98,1.16,-25.8,-411,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Over,6,19:30,41:30,1:32:31,3:16:55,49.37,0.8,0.97,1.15,-17.2,-331.9,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,Over,10,19:38,41:47,1:33:01,3:18:01,49.06,0.79,0.96,1.15,-9.4,-266,
Balanced,1.09,intermediate,intermediate,-1%,Aligned,None,N/A,19:40,41:52,1:33:02,3:18:04,49.06,0.79,0.96,1.15,-7.2,-262.7,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Under,2,19:31,41:24,1:32:12,3:14:50,49.57,0.8,0.97,1.16,-16.3,-456.8,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Under,6,19:24,41:11,1:31:42,3:14:09,49.88,0.81,0.98,1.17,-24,-497.8,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Under,10,19:14,40:54,1:31:00,3:13:07,50.32,0.81,0.99,1.18,-33.6,-560,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Aligned,2,19:17,40:56,1:31:13,3:13:06,50.19,0.81,0.99,1.17,-30.4,-560.9,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Aligned,6,19:16,40:56,1:31:10,3:13:13,50.21,0.81,0.99,1.17,-31.5,-553.4,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Aligned,10,19:13,40:52,1:30:55,3:12:57,50.38,0.81,0.99,1.18,-34.8,-569.1,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Over,2,19:04,40:30,1:30:19,3:11:30,50.77,0.82,1,1.19,-43.4,-656.2,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Over,6,19:09,40:42,1:30:41,3:12:22,50.52,0.82,0.99,1.18,-38.5,-604.5,
Balanced,1.09,intermediate,intermediate,-1%,Strong,Over,10,19:12,40:49,1:30:50,3:12:49,50.43,0.81,0.99,1.18,-36,-577.6,
Balanced,1.09,intermediate,intermediate,-1%,Strong,None,N/A,19:15,40:57,1:30:40,3:12:32,50.54,0.82,0.99,1.18,-32.3,-594.4,
Balanced,1.09,intermediate,intermediate,-1%,None,Under,2,19:59,42:23,1:35:10,3:21:38,47.78,0.77,0.94,1.12,11.9,-48.9,
Balanced,1.09,intermediate,intermediate,-1%,None,Under,6,19:55,42:18,1:35:09,3:21:54,47.8,0.77,0.94,1.12,7.8,-32.9,
Balanced,1.09,intermediate,intermediate,-1%,None,Under,10,19:49,42:11,1:35:06,3:22:18,47.82,0.77,0.94,1.12,1.9,-8.6,
Balanced,1.09,intermediate,intermediate,-1%,None,Aligned,2,19:33,41:26,1:33:05,3:16:43,49.03,0.79,0.96,1.15,-14.6,-343.7,
Balanced,1.09,intermediate,intermediate,-1%,None,Aligned,6,19:38,41:41,1:33:46,3:18:35,48.61,0.79,0.96,1.14,-9.6,-231.2,
Balanced,1.09,intermediate,intermediate,-1%,None,Aligned,10,19:45,42:02,1:34:46,3:21:26,48.01,0.78,0.94,1.12,-2.3,-60.1,
Balanced,1.09,intermediate,intermediate,-1%,None,Over,2,19:09,40:35,1:31:10,3:12:13,50.22,0.81,0.99,1.17,-38.9,-613.9,
Balanced,1.09,intermediate,intermediate,-1%,None,Over,6,19:22,41:07,1:32:31,3:15:34,49.37,0.8,0.97,1.15,-25.5,-412.9,
Balanced,1.09,intermediate,intermediate,-1%,None,Over,10,19:41,41:54,1:34:28,3:20:39,48.19,0.78,0.95,1.13,-6.2,-107.4,
Balanced,1.09,intermediate,intermediate,-1%,None,None,N/A,19:48,42:08,1:35:06,3:22:27,47.83,0.77,0.94,1.12,0,0,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Under,2,19:55,42:19,1:34:25,3:21:06,48.23,0.78,0.95,1.13,19.1,42.2,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Under,6,19:55,42:22,1:34:28,3:21:23,48.2,0.78,0.95,1.13,19.2,59.1,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Under,10,19:56,42:27,1:34:32,3:21:43,48.16,0.78,0.95,1.13,20.7,78.8,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Aligned,2,19:41,41:52,1:33:28,3:19:26,48.79,0.79,0.96,1.14,5.5,-57.5,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Aligned,6,19:47,42:07,1:33:57,3:20:30,48.5,0.78,0.95,1.13,12,5.8,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Aligned,10,19:55,42:25,1:34:27,3:21:34,48.21,0.78,0.95,1.13,19.5,70,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Over,2,19:29,41:28,1:32:36,3:17:55,49.32,0.8,0.97,1.15,-6.8,-148.5,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Over,6,19:41,41:54,1:33:30,3:19:41,48.77,0.79,0.96,1.14,5.3,-42.9,
Balanced,1.09,intermediate,intermediate,-2%,Weak,Over,10,19:54,42:23,1:34:22,3:21:26,48.25,0.78,0.95,1.13,18.4,61.9,
Balanced,1.09,intermediate,intermediate,-2%,Weak,None,N/A,19:55,42:25,1:34:34,3:21:50,48.14,0.78,0.95,1.12,19.1,85.8,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Under,2,19:36,41:37,1:32:46,3:16:50,49.21,0.79,0.97,1.15,0.7,-214.2,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Under,6,19:32,41:32,1:32:33,3:16:38,49.35,0.8,0.97,1.15,-3,-225.8,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Under,10,19:28,41:26,1:32:14,3:16:17,49.54,0.8,0.97,1.16,-7.1,-247,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Aligned,2,19:23,41:10,1:31:50,3:15:10,49.8,0.8,0.98,1.16,-12.9,-313.9,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Aligned,6,19:25,41:18,1:32:03,3:15:45,49.66,0.8,0.98,1.16,-10.3,-279.2,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Aligned,10,19:27,41:24,1:32:09,3:16:08,49.59,0.8,0.98,1.16,-8.3,-255.8,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Over,2,19:10,40:46,1:30:58,3:13:39,50.34,0.81,0.99,1.18,-25.2,-404.9,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Over,6,19:19,41:05,1:31:35,3:14:56,49.95,0.81,0.98,1.17,-16.9,-327.9,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,Over,10,19:26,41:22,1:32:05,3:16:00,49.64,0.8,0.98,1.16,-9.4,-263.8,
Balanced,1.09,intermediate,intermediate,-2%,Aligned,None,N/A,19:28,41:27,1:32:05,3:16:03,49.64,0.8,0.98,1.16,-7.2,-260.9,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Under,2,19:19,40:59,1:31:17,3:12:56,50.15,0.81,0.99,1.17,-16.1,-448.3,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Under,6,19:12,40:47,1:30:49,3:12:18,50.44,0.81,0.99,1.18,-23.3,-486,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Under,10,19:03,40:31,1:30:09,3:11:20,50.87,0.82,1,1.19,-32.4,-544.4,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Aligned,2,19:06,40:32,1:30:20,3:11:16,50.75,0.82,1,1.19,-29.6,-548,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Aligned,6,19:05,40:32,1:30:19,3:11:25,50.77,0.82,1,1.19,-30.6,-539.4,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Aligned,10,19:02,40:29,1:30:04,3:11:11,50.93,0.82,1,1.19,-33.6,-553.2,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Over,2,18:54,40:07,1:29:28,3:09:45,51.32,0.83,1.01,1.2,-42,-639.1,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Over,6,18:58,40:19,1:29:51,3:10:36,51.07,0.82,1,1.19,-37.2,-588.1,
Balanced,1.09,intermediate,intermediate,-2%,Strong,Over,10,19:01,40:27,1:29:59,3:11:03,50.98,0.82,1,1.19,-34.7,-561.3,
Balanced,1.09,intermediate,intermediate,-2%,Strong,None,N/A,19:04,40:34,1:29:49,3:10:46,51.08,0.83,1,1.19,-31.2,-577.5,
Balanced,1.09,intermediate,intermediate,-2%,None,Under,2,19:46,41:55,1:34:07,3:19:24,48.4,0.78,0.95,1.13,10.7,-60.3,
Balanced,1.09,intermediate,intermediate,-2%,None,Under,6,19:43,41:51,1:34:08,3:19:43,48.4,0.78,0.95,1.13,7,-40.5,
Balanced,1.09,intermediate,intermediate,-2%,None,Under,10,19:37,41:45,1:34:08,3:20:13,48.39,0.78,0.95,1.13,1.7,-10.5,
Balanced,1.09,intermediate,intermediate,-2%,None,Aligned,2,19:21,41:01,1:32:07,3:14:41,49.62,0.8,0.98,1.16,-14.7,-342.7,
Balanced,1.09,intermediate,intermediate,-2%,None,Aligned,6,19:26,41:15,1:32:49,3:16:33,49.19,0.79,0.97,1.15,-9.6,-230.5,
Balanced,1.09,intermediate,intermediate,-2%,None,Aligned,10,19:33,41:36,1:33:49,3:19:24,48.58,0.78,0.96,1.14,-2.3,-60,
Balanced,1.09,intermediate,intermediate,-2%,None,Over,2,18:58,40:12,1:30:17,3:10:23,50.78,0.82,1,1.19,-37.8,-600.7,
Balanced,1.09,intermediate,intermediate,-2%,None,Over,6,19:11,40:43,1:31:37,3:13:40,49.94,0.81,0.98,1.17,-24.8,-404,
Balanced,1.09,intermediate,intermediate,-2%,None,Over,10,19:29,41:28,1:33:31,3:18:39,48.76,0.79,0.96,1.14,-6,-105.1,
Balanced,1.09,intermediate,intermediate,-2%,None,None,N/A,19:36,41:43,1:34:08,3:20:24,48.39,0.78,0.95,1.13,0,0,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Under,2,19:42,41:52,1:33:23,3:18:54,48.84,0.79,0.96,1.14,18.2,32.7,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Under,6,19:42,41:54,1:33:26,3:19:10,48.81,0.79,0.96,1.14,18.2,48.4,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Under,10,19:43,41:59,1:33:29,3:19:28,48.78,0.79,0.96,1.14,19.5,66.4,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Aligned,2,19:28,41:25,1:32:27,3:17:14,49.41,0.8,0.97,1.15,4.7,-67,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Aligned,6,19:34,41:40,1:32:55,3:18:16,49.12,0.79,0.97,1.15,11,-4.9,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Aligned,10,19:42,41:57,1:33:24,3:19:19,48.83,0.79,0.96,1.14,18.3,57.6,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Over,2,19:16,41:00,1:31:35,3:15:43,49.95,0.81,0.98,1.17,-7.7,-158,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Over,6,19:28,41:27,1:32:28,3:17:28,49.4,0.8,0.97,1.15,4.4,-53.6,
Balanced,1.09,intermediate,intermediate,-3%,Weak,Over,10,19:41,41:54,1:33:19,3:19:11,48.88,0.79,0.96,1.14,17.2,49.5,
Balanced,1.09,intermediate,intermediate,-3%,Weak,None,N/A,19:41,41:57,1:33:30,3:19:34,48.77,0.79,0.96,1.14,17.9,72.6,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Under,2,19:25,41:13,1:31:54,3:15:00,49.76,0.8,0.98,1.16,1.5,-201.4,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Under,6,19:21,41:09,1:31:41,3:14:49,49.89,0.81,0.98,1.17,-2.1,-211.7,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Under,10,19:18,41:04,1:31:24,3:14:30,50.07,0.81,0.98,1.17,-5.9,-231.1,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Aligned,2,19:11,40:46,1:30:57,3:13:20,50.35,0.81,0.99,1.18,-12.1,-301.1,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Aligned,6,19:14,40:54,1:31:11,3:13:56,50.21,0.81,0.99,1.17,-9.3,-265.1,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Aligned,10,19:16,41:01,1:31:19,3:14:21,50.13,0.81,0.99,1.17,-7.1,-239.9,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Over,2,18:59,40:22,1:30:05,3:11:49,50.91,0.82,1,1.19,-24.5,-392.1,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Over,6,19:08,40:41,1:30:43,3:13:07,50.5,0.82,0.99,1.18,-15.9,-313.8,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,Over,10,19:15,40:59,1:31:14,3:14:13,50.17,0.81,0.99,1.17,-8.2,-247.9,
Balanced,1.09,intermediate,intermediate,-3%,Aligned,None,N/A,19:17,41:04,1:31:15,3:14:17,50.17,0.81,0.99,1.17,-6,-244,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Under,2,19:08,40:35,1:30:24,3:11:06,50.71,0.82,1,1.18,-15.3,-435.5,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Under,6,19:01,40:23,1:29:57,3:10:29,51,0.82,1,1.19,-22.4,-471.9,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Under,10,18:52,40:08,1:29:18,3:09:33,51.43,0.83,1.01,1.2,-31.2,-528.5,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Aligned,2,18:55,40:08,1:29:27,3:09:26,51.33,0.83,1.01,1.2,-28.9,-535.2,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Aligned,6,18:54,40:09,1:29:27,3:09:36,51.34,0.83,1.01,1.2,-29.6,-525.3,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Aligned,10,18:51,40:06,1:29:13,3:09:24,51.48,0.83,1.01,1.2,-32.4,-537.3,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Over,2,18:42,39:44,1:28:36,3:07:55,51.9,0.84,1.02,1.21,-41.2,-626.2,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Over,6,18:47,39:56,1:28:59,3:08:47,51.64,0.83,1.02,1.21,-36.2,-574,
Balanced,1.09,intermediate,intermediate,-3%,Strong,Over,10,18:50,40:04,1:29:09,3:09:16,51.54,0.83,1.01,1.2,-33.5,-545.3,
Balanced,1.09,intermediate,intermediate,-3%,Strong,None,N/A,18:53,40:11,1:28:59,3:09:01,51.64,0.83,1.02,1.21,-30,-560.6,
Balanced,1.09,intermediate,intermediate,-3%,None,Under,2,19:34,41:29,1:33:10,3:17:22,48.97,0.79,0.96,1.14,10.7,-59.3,
Balanced,1.09,intermediate,intermediate,-3%,None,Under,6,19:30,41:25,1:33:10,3:17:41,48.97,0.79,0.96,1.14,7,-39.9,
Balanced,1.09,intermediate,intermediate,-3%,None,Under,10,19:25,41:19,1:33:10,3:18:11,48.97,0.79,0.96,1.14,1.7,-10.4,
Balanced,1.09,intermediate,intermediate,-3%,None,Aligned,2,19:09,40:35,1:31:10,3:12:39,50.22,0.81,0.99,1.17,-14.7,-341.8,
